Reference	LeftContext	Pivot	RightContext
GPT_POS_tokenise, 403	行李 ， 整体 服务 很 贴心 周到 。	酒店	大厅 香氛 淡雅 不 刺鼻 ， 一 进门 就 感觉 很 放松
GPT_POS_tokenise, 409	， 刷卡 进出 让 人 很 安心 。	酒店	电梯 运行 速度 快 ， 即使 高峰 时段 也 不 需要 等待
GPT_POS_tokenise, 412	， 用 起来 体验 感 很 好 。	酒店	前台 提供 地图 指引 ， 帮助 规划 路线 非常 实用 。 房间
GPT_POS_tokenise, 419	清爽 ， 没有 任何 不适 的 感觉 。	酒店	装饰 风格 有 设计 感 ， 细节 上 看得出 用心 。 早餐
GPT_POS_tokenise, 423	， 空调 使用 起来 很 稳定 舒适 。	酒店	附近 步行 就 能 到 地铁站 ， 出行 效率 很 高 。
GPT_POS_tokenise, 426	设计 合理 ， 使用 起来 很 方便 。	酒店	整体 安保 措施 严格 ， 入住 过程 让 人 很 有 安全感
GPT_POS_tokenise, 430	安排 合理 ， 不会 打扰 客人 休息 。	酒店	提供 行李 寄存 服务 ， 非常适合 提前 到达 或 延迟 离开 。
GPT_POS_tokenise, 434	， 即使 临街 也 不会 觉得 吵 。	酒店	工作人员 主动 提供 叫车 服务 ， 非常 省心 方便 。 房间 整体
GPT_POS_tokenise, 437	柔软 干净 ， 使用 起来 很 安心 。	酒店	提供 的 WiFi 覆盖 稳定 ， 视频会议 也 不卡顿 。 入住 过程
GPT_POS_tokenise, 443	顺畅 ， 没有 任何 拖延 和 麻烦 。	酒店	整体 环境 维护 得 很 用心 ， 公共 区域 始终保持 明亮 干净
GPT_POS_tokenise, 447	感 很 好 ， 睡得 非常 安稳 。	酒店	位置 交通 便利 ， 去 市区 主要 区域 都 能 快速 抵达
GPT_POS_tokenise, 457	后 身体 不会 感到 疲惫 或 不适 。	酒店	周边 配套 设施 完善 ， 生活 便利 度 很 高 。 房间
GPT_POS_tokenise, 463	， 没有 任何 使用 不适 的 感觉 。	酒店	管理 非常 规范 ， 入住 体验 始终保持 一致性 。 房间 隔音 效果
GPT_POS_tokenise, 468	家具 摆放 不会 影响 日常 活动 空间 。	酒店	整体 设施 维护 得 很 好 ， 看起来 依旧 很 新 。
GPT_POS_tokenise, 483	， 几乎 没有 排队 等待 的 时间 。	酒店	整体 环境 维护 得 很 好 ， 公共 区域 始终保持 干净 明亮
GPT_POS_tokenise, 487	感 很 好 ， 休息 很 充分 。	酒店	所在位置 出行 便利 ， 打车 和 公共交通 都 很 方便 。 浴室
GPT_POS_tokenise, 497	， 睡 一晚 感觉 身体 放松 很多 。	酒店	周边 配套 丰富 ， 吃饭 和 购物 都 很 方便 。 房间
GPT_POS_tokenise, 503	干净 ， 使用 起来 很 放心 舒适 。	酒店	管理 有条理 ， 各项 服务 安排 都 比较 合理 。 房间 隔音
GPT_POS_tokenise, 508	实用 ， 没有 多余 复杂 的 装饰 。	酒店	整体 维护 状况 很 好 ， 看起来 比较 新 。 入住 体验
GPT_POS_tokenise, 513	正常 ， 使用 过程 中 很 顺手 。	酒店	周围环境 比较 安静 ， 很 适合 休息 睡觉 。 前台 接待 自然
GPT_POS_tokenise, 523	， 整个 过程 几乎 没有 任何 等待 。	酒店	整体 环境 保持 得 很 好 ， 给 人 一种 秩序 感
GPT_POS_tokenise, 527	睡上去 感觉 支撑 很 好 很 放松 。	酒店	周边 交通 很 方便 ， 出门 就 能 轻松 找到 出行 方式
GPT_POS_tokenise, 537	， 睡醒 后 身体 不会 觉得 疲惫 。	酒店	周边 生活 设施 齐全 ， 日常 需求 都 能 满足 。 房间
GPT_POS_tokenise, 543	很 好 ， 使用 体验 舒适 干净 。	酒店	管理 规范 ， 各项 服务 安排 都 很 有条理 。 房间 隔音
GPT_POS_tokenise, 548	起来 不会 有 不 方便 的 地方 。	酒店	整体 维护 良好 ， 各项 设施 看起来 都 很 新 。 入住
GPT_POS_tokenise, 553	， 使用 起来 都 很 方便 顺手 。	酒店	周边环境 安静 ， 没有 噪音 干扰 休息 。 前台 服务态度 自然 亲切
GPT_POS_tokenise, 563	指引 电梯 位置 ， 体验 很 贴心 。	酒店	整体 设计 比较 现代 ， 公共 空间 让 人 感觉 很 舒适
GPT_POS_tokenise, 567	干净 度 让 人 感觉 非常 放心 。	酒店	所在区域 很 安静 ， 晚上 几乎 听 不到 外界 声音 。 浴室
GPT_POS_tokenise, 571	礼貌 ， 交流 过程 中 非常 自然 。	酒店	提供 的 饮品 补给 很 及时 ， 体验 上 很 加分 。
GPT_POS_tokenise, 577	都 合适 ， 睡眠 体验 很 好 。	酒店	周边 步行 范围 内 餐饮 选择 很多 ， 非常 方便 。 房间
GPT_POS_tokenise, 583	异味 ， 使用 体验 整体 很 不错 。	酒店	整体 氛围 比较 安静 ， 适合 休息 和 放松 。 房间 隔热
GPT_POS_tokenise, 588	， 使用 过程 中 没有 任何 不适感 。	酒店	整体 维护 得 很 好 ， 看起来 比较 新且 干净 。 入住
GPT_POS_tokenise, 592	采光 均匀 ， 不会 有 阴暗 角落 。	酒店	电梯 运行 平稳 ， 上 下楼 体验 很 舒适 。 周边 交通
GPT_POS_tokenise, 599	实用 风格 ， 居住 体验 很 顺手 。	酒店	整体 服务 稳定 可靠 ， 让 人 感觉 很 安心 。 入住
GPT_POS_tokenise, 602	整个 过程 非常 高效 几乎 不用 排队 。	酒店	提供 电子 房卡 ， 直接 用 手机 开门 特别 方便 顺畅 。
GPT_POS_tokenise, 608	挂衣 和 收纳 行李 都 很 轻松 。	酒店	提供 枕头 选择 服务 ， 不同 软 硬度 睡 起来 差异 明显
GPT_POS_tokenise, 611	设备 ， 整体 呼吸 感 很 清爽 。	酒店	健身房 设备 很 新 ， 锻炼 时 感觉 空间 也 很 舒适
GPT_POS_tokenise, 616	选择 丰富 ， 补充 饮料 很 方便 。	酒店	提供 行李 寄存 柜 ， 出行 前后 都 很 省心 。 卫生间
GPT_POS_tokenise, 620	好 ， 睡懒觉 完全 不 受 影响 。	酒店	提供 深夜 简餐 服务 ， 晚归 也 不用 担心 用餐 问题 。
GPT_POS_tokenise, 624	接口 配置 齐全 ， 充电 非常 便利 。	酒店	整体 艺术 装饰 较 多 ， 走廊 也 很 有 设计 感
GPT_POS_tokenise, 627	好 ， 适合 短暂 停留 或 阅读 。	酒店	提供 洗衣 快速 服务 ， 出差 期间 非常 实用 。 浴室 水压
GPT_POS_tokenise, 631	可靠 ， 对 行程 安排 帮助 很大 。	酒店	提供 环保 洗护 用品 ， 使用 起来 感觉 很 安心 。 前台
GPT_POS_tokenise, 637	， 早 出行 时 特别 实用 贴心 。	酒店	设有 安静 阅读 区 ， 环境 非常适合 放松 阅读 。 客房 灯光
GPT_POS_tokenise, 643	， 整个 离店 过程 非常 高效 省时 。	酒店	提供 欢迎 饮品 服务 ， 刚 到达 时 感觉 特别 有 仪式
GPT_POS_tokenise, 647	， 对 海外 旅客 非常 友好 实用 。	酒店	提供 城市 导览 二维码 ， 扫码 就 能 获取 详细 游玩 信息
GPT_POS_tokenise, 650	入住 时 空气 更加 舒适 不 干燥 。	酒店	提供 延时 早餐 服务 ， 对 晚起 客人 非常 贴心 友好 。
GPT_POS_tokenise, 653	预约 专车 ， 出行 安排 非常 顺畅 。	酒店	提供 环保 回收 分类 系统 ， 整体 入住 体验 更 有 环保
GPT_POS_tokenise, 656	空气 流动 感 很 好 很 自然 。	酒店	设有 快速 行李 配送 机器人 ， 科技 感 和 效率 都 很
GPT_POS_tokenise, 659	灯 ， 夜间 办公 非常 清晰 舒适 。	酒店	提供 儿童用品 服务 ， 对 家庭 入住 非常 友好 周到 。 入住
GPT_POS_tokenise, 662	， 适合 不想 出门 用餐 的 客人 。	酒店	设有 商务中心 ， 可以 打印文件 非常 方便 。 客房 窗帘 采用 双层
GPT_POS_tokenise, 664	双层 遮光 设计 ， 光线 控制 非常灵活 。	酒店	提供 免费 城市地图 ， 拿取 后 出行 非常 方便 实用 。 前台
GPT_POS_tokenise, 667	连接 ， 无需 额外 操作 很 省心 。	酒店	提供 行李 代收 服务 ， 提前 到达 也 可以 安心 寄存 。
GPT_POS_tokenise, 670	迷你 保险柜 ， 贵重物品 存放 很 安心 。	酒店	提供 拼车 服务 推荐 ， 出行 选择 更加 灵活多样 。 客房 配有
GPT_POS_tokenise, 673	协助 订购 门票 ， 非常适合 旅游 入住 。	酒店	设有 安静 办公区 ， 适合 临时 远程 工作 使用 。 房间 提供
GPT_POS_tokenise, 675	高度 选择 ， 睡眠 体验 更 个性化 。	酒店	提供 快速 干洗 服务 ， 对 商务 出行 非常 实用 。 浴室
GPT_POS_tokenise, 679	语言 频道 ， 娱乐 选择 很 丰富 。	酒店	提供 专属 叫车 通道 ， 高峰 时段 也 很 方便 。 整体
GPT_POS_tokenise, 682	也 比 想象 中 更 干净 整洁 。	酒店	位置 很 方便 ， 周边 吃饭 和 出行 都 很 顺畅 ，
GPT_POS_tokenise, 691	入住 到 退房 都 没有 任何 麻烦 。	酒店	大堂 环境 很 舒服 ， 有种 安静 放松 的 氛围 。 Wi
GPT_POS_tokenise, 697	噪音 干扰 ， 睡眠 质量 很 好 。	酒店	整体 维护 得 不错 ， 看得出 有 在 认真 管理 。 床上用品
GPT_POS_tokenise, 702	安静 ， 温度 调节 也 很 灵敏 。	酒店	周边环境 不错 ， 晚上 散步 很 舒服 。 房间 设计 合理 ，
GPT_POS_tokenise, 713	， 躺 下 就 不想 起来 了 。	酒店	整体 氛围 比较 安静 ， 适合 商务 出行 。 退房 流程 很快
GPT_POS_tokenise, 722	， 入住 期间 调节 设备 非常 方便 。	酒店	支持 无 接触 入住 流程 ， 整个 体验 既 快捷 又 安全
GPT_POS_tokenise, 726	多功能 充电站 ， 电子设备 充电 很 方便 。	酒店	提供 专属 旅行 手册 ， 里面 有 很多 实用 的 本地 信息
GPT_POS_tokenise, 729	冰箱 ， 夜间 完全 不会 影响 休息 。	酒店	提供 自助 洗衣房 ， 长住 期间 使用 很 方便 。 前台 可以
GPT_POS_tokenise, 732	书桌 高度 ， 办公 体验 更加 舒适 。	酒店	提供 早餐 预约 时间 选择 ， 避免 高峰 拥挤 很 贴心 。
GPT_POS_tokenise, 734	系统 ， 晚上 起身 非常 方便 安全 。	酒店	提供 免费 自行车 租借 ， 周边 出行 体验 很 好 。 浴室
GPT_POS_tokenise, 737	模式 ， 适合 不同 使用 场景 切换 。	酒店	提供 行李 快递 寄送 服务 ， 离店 时 特别 省心 。 前台
GPT_POS_tokenise, 740	休息 时 视野 很 好 很 放松 。	酒店	提供 本地 交通卡 购买 服务 ， 出行 准备 很 轻松 。 房间内
GPT_POS_tokenise, 743	在线 预约 清洁 时间 ， 非常灵活 方便 。	酒店	提供 迷你 会议 空间 ， 临时 办公 很 实用 。 客房 提供
GPT_POS_tokenise, 746	， 对 临时 办公 需求 很 友好 。	酒店	提供 外卖 取餐 柜 ， 取餐 过程 非常 安全 便捷 。 房间内
GPT_POS_tokenise, 749	洗护 套装 ， 使用 感受 很 好 。	酒店	支持 数字 发票 自动 发送 ， 报销 流程 很 顺畅 。 客房
GPT_POS_tokenise, 752	预约 景点 门票 ， 非常 省 时间 。	酒店	提供 夜间 安保 巡查 服务 ， 入住 感觉 很 安全 。 房间内
GPT_POS_tokenise, 755	， 洗澡 过程 中 温度 非常 稳定 。	酒店	提供 本地 活动 推荐 屏幕 ， 获取信息 很 方便 。 客房 可
GPT_POS_tokenise, 758	， 对 出差 安排 很 有 帮助 。	酒店	支持 移动 支付 快速 结算 ， 消费 体验 很 顺畅 。 房间
GPT_POS_tokenise, 761	满意 。 这次 入住 体验 很 满意 ，	酒店	环境 整洁 安静 ， 整体 让 人 感觉 很 放松 。 前台
GPT_POS_tokenise, 764	任何 异味 ， 住 得 很 安心 。	酒店	地理位置 很 好 ， 出门 就 能 找到 地铁 和 餐厅 ，
GPT_POS_tokenise, 769	热水 供应 稳定 ， 使用 体验 不错 。	酒店	整体 比较 安静 ， 晚上 没有 任何 噪音 影响 休息 。 入住
GPT_POS_tokenise, 774	明亮 ， 心情 也 跟着 变 好 。	酒店	服务 细致 ， 日常用品 补充 得 很 及时 。 空调 效果 很
GPT_POS_tokenise, 779	好 ， 细节 处理 得 比较 到位 。	酒店	周边环境 不错 ， 晚上 很 适合 散步 。 入住 体验 整体 很
GPT_POS_tokenise, 783	， 不 需要 等待 ， 很 省心 。	酒店	装修 风格 简洁 现代 ， 看起来 比较 有 质感 。 服务 响应速度
GPT_POS_tokenise, 791	很 友善 ， 沟通 起来 很 轻松 。	酒店	整体 管理 规范 ， 入住 体验 比较 安心 。 床 的 软
GPT_POS_tokenise, 795	， 即使 晚一点 去 也 有 选择 。	酒店	位置 交通 便利 ， 出行 很省 时间 。 房间 没有 异味 ，
GPT_POS_tokenise, 803	坐 着 喝茶 看 街景 很 惬意 。	酒店	靠近 公园 ， 早上 散步 体验 非常 轻松 舒服 。 房间 可以
GPT_POS_tokenise, 836	很 好 ， 步行 就 能 到达 。	酒店	离 博物馆 很近 ， 步行 参观 非常 方便 省时 。 地铁站 步行
GPT_POS_tokenise, 840	。 这次 入住 整体 感觉 非常 舒心 ，	酒店	环境 安静 整洁 ， 让 人 一 进门 就 放松 下来 。
GPT_POS_tokenise, 843	得 不错 ， 看得出 打扫 很 用心 。	酒店	位置 很 理想 ， 出行 和 吃饭 都 很 方便 ， 省
GPT_POS_tokenise, 848	整洁 ， 使用 起来 没有 任何 不适感 。	酒店	晚上 特别 安静 ， 完全 不会 影响 休息 质量 。 入住 过程
GPT_POS_tokenise, 853	明亮 ， 心情 也 跟着 变 好 。	酒店	服务 很 细致 ， 日常 需求 基本 都 能 及时 响应 。
GPT_POS_tokenise, 858	不错 ， 入住 时 没有 任何 问题 。	酒店	周边环境 不错 ， 晚上 很 安静 适合 散步 。 入住 体验 整体
GPT_POS_tokenise, 870	友善 ， 让 人 感觉 很 放松 。	酒店	整体 管理 规范 ， 入住 体验 比较 安心 可靠 。 床 的
GPT_POS_tokenise, 874	补充 很 及时 ， 选择 也 比较稳定 。	酒店	交通 便利 ， 出行 很 省心 。 房间 空气清新 ， 没有 异味
GPT_POS_tokenise, 880	给 人 一种 很 放松 的 感觉 。	酒店	前台 服务态度 很 好 ， 办理 入住 速度 很快 ， 没有 任何
GPT_POS_tokenise, 892	， 白天 待 着 感觉 很 舒服 。	酒店	整体 服务 响应 很 及时 ， 有 需求 都 能 快速 处理
GPT_POS_tokenise, 901	简单 快捷 ， 不 需要 多余 等待 。	酒店	整体 设计 风格 比较 现代 ， 看着 很 舒服 。 服务 人员
GPT_POS_tokenise, 909	态度 友好 ， 交流 起来 很 轻松 。	酒店	管理 比较 规范 ， 住 得 比较 安心 。 床垫 舒适度 不错
GPT_POS_tokenise, 920	的 床铺 ， 整体 观感 很 舒服 。	酒店	大厅 空间 很大 ， 坐下 来 等候 时 完全 不会 觉得 拥挤
GPT_POS_tokenise, 924	很 实用 ， 休息 时 很 方便 。	酒店	整体 装修 偏 温馨 风格 ， 住 起来 有种 放松 的 感觉
GPT_POS_tokenise, 929	规整 ， 晚上 睡觉 感觉 特别 安心 。	酒店	整体 环境 保持 得 很 干净 ， 细节 也 处理 得 不错
GPT_POS_tokenise, 933	， 回到 房间 时 总是 干干净净 的 。	酒店	入口 设计 醒目 ， 第一次 来 也 很 容易 找到 。 房间内
GPT_POS_tokenise, 937	， 使用 时 体验 一直 很 好 。	酒店	整体 给 人 的 感觉 比较 安稳 ， 住 着 很 踏实
GPT_POS_tokenise, 942	柔和 ， 晚上 休息 氛围 很 好 。	酒店	整体 卫生 做 得 不错 ， 看起来 很 干净 整齐 。 床垫
GPT_POS_tokenise, 946	不错 ， 外界 声音 基本 听 不到 。	酒店	位置 交通 方便 ， 出门 很 容易 叫车 。 前台 接待 很
GPT_POS_tokenise, 951	设施 齐全 ， 使用 起来 很 方便 。	酒店	环境 整体 比较 安静 ， 适合 休息 。 卫生间 保持 得 很
GPT_POS_tokenise, 955	没有 任何 复杂 环节 ， 很 省心 。	酒店	整体 服务 比较稳定 ， 让 人 感觉 放心 。 房间 体验 很
GPT_POS_tokenise, 957	。 这次 入住 体验 整体 很 顺畅 ，	酒店	环境 干净 清爽 ， 让 人 一 进门 就 感觉 舒服 。
GPT_POS_tokenise, 960	杂乱 感 ， 住 得 很 安心 。	酒店	位置 不错 ， 出门 就 能 找到 便利店 和 餐馆 ， 非常
GPT_POS_tokenise, 970	很 明亮 ， 心情 也 很 好 。	酒店	服务 很 及时 ， 有 需求 基本 马上 就 能 解决 。
GPT_POS_tokenise, 987	很 耐心 ， 沟通 起来 很 轻松 。	酒店	管理 有序 ， 入住 体验 比较 安心 。 床垫 支撑力 不错 ，
GPT_POS_tokenise, 998	完全 没有 异味 让 人 很 放心 。	酒店	入口 有 清晰 指引 标识 ， 第一次 来 也 能 轻松 找到
GPT_POS_tokenise, 1002	放 饮料 和 水果 非常 方便 实用 。	酒店	整体 灯光设计 偏 暖色调 ， 晚上 氛围 很 放松 。 浴室 水温
GPT_POS_tokenise, 1005	桌面 边角 都 整理 得 很 干净 。	酒店	大厅 有 舒适 座椅 区 ， 等 人时 不会 觉得 疲惫 。
GPT_POS_tokenise, 1010	走动 和 使用 空间 都 很 充足 。	酒店	周边 餐饮 很多 ， 随便 走走 就 能 找到 合适 的 餐厅
GPT_POS_tokenise, 1015	充足 ， 临时 办公 也 很 方便 。	酒店	整体 维护 状态 很 好 ， 看起来 干净 又 有 秩序 。
GPT_POS_tokenise, 1020	， 细节 部分 处理 得 比较 到位 。	酒店	整体 环境 安静 ， 适合 休息 和 放松 心情 。 客房 设施
GPT_POS_tokenise, 1025	非常 平整 ， 看起来 很 整洁 舒适 。	酒店	电梯 运行 平稳 ， 上 下楼 体验 很 好 。 房间 整体
GPT_POS_tokenise, 1029	干净 整洁 ， 使用 体验 很 安心 。	酒店	整体 服务 节奏 稳定 ， 体验 比较 连贯 。 房间 没有 任何
GPT_POS_tokenise, 1033	， 日常 使用 基本 都 能 满足 。	酒店	工作人员 态度 真诚 ， 整体 服务 体验 不错 。 房间 整体 感受
GPT_POS_tokenise, 1035	人 满意 的 入住 体验 。 这次 在	酒店	入住 时 正好 赶上 提前 到 店 ， 前台 很 贴心 地帮
GPT_POS_tokenise, 1038	， 整体 卫生 做 得 很 细致 。	酒店	电梯 运行 很快 ， 即使 高峰 时段 也 几乎 不用 等待 。
GPT_POS_tokenise, 1041	水流 很强 ， 洗澡 体验 非常 解压 。	酒店	提供 的 枕头 支撑 感 很 好 ， 睡得 比 在家 还
GPT_POS_tokenise, 1045	有人 经过 也 几乎 听 不到 声音 。	酒店	提供 的 拖鞋 和 洗漱 用品 质量 不错 ， 用 起来 很
GPT_POS_tokenise, 1049	好 ， 饮料 保持 得 很 凉爽 。	酒店	大门口 就 能 打车 ， 出行 特别 省心 。 入住 期间 工作人员
GPT_POS_tokenise, 1053	独立 小 阳台 ， 空气 很 清新 。	酒店	整体 灯光 氛围 很 好 ， 晚上 在 大堂 坐 着 也
GPT_POS_tokenise, 1057	了 房型 ， 空间 明显 更 宽敞 。	酒店	提供 的 热 水壶 干净 无 异味 ， 用 起来 放心 。
GPT_POS_tokenise, 1060	整洁 ， 脚 踩 上去 很 舒服 。	酒店	附近 就 有 超市 ， 临时 买 东西 非常 方便 。 这次
